# Transit & Flow - applied migration manifest
# Generated from supabase_migrations.schema_migrations on project kjooyhvynkzuvsixsutt.
# This file is the authoritative record of what has been APPLIED to production.
# It is NOT a substitute for the migration SQL itself. See docs/CI_REPOSITORY_FIDELITY.md.
#
# checksum      = md5(array_to_string(statements, E'\n'))
# code_checksum = md5 of the same text after normalisation: trailing whitespace
#                 stripped from every line, then blank lines and whole-line SQL
#                 comments (lines whose first two non-space characters are --)
#                 removed, then the remaining lines rejoined with \n.
# bytes         = length(array_to_string(statements, E'\n'))
#
# Every row currently has statements=1, so the checksum is over the exact SQL text
# that was submitted to the database, with no trailing newline.
#
# The two checksums separate two different kinds of divergence between a
# repository file and what production actually ran:
#   checksum matches                      -> EXACT
#   checksum differs, code_checksum equal -> COMMENT_DRIFT  (prose only)
#   both differ                           -> CODE_DRIFT     (executable text)
# CODE_DRIFT fails the build unless the pair is registered in MANIFEST_EXCEPTIONS.tsv.
#
# Columns: ordinal<TAB>version<TAB>name<TAB>statements<TAB>checksum<TAB>bytes<TAB>code_checksum
ordinal	version	name	statements	checksum	bytes	code_checksum
357	20260806032111	gate_review_request_sweep_via_dispatch	1	380000a185bef0e1756e188fe6578934	2720	073224517dbc98422abdff94ae14c3ca
358	20260806032442	gate_tf_cx_first_response_sweep_via_dispatch	1	e10a6666c6f73708c302e746a73f4bd4	6742	673e35a4fc6cf8bb4fe56344e048c24f
359	20260806032520	gate_tf_cx_sequence_sweep_via_dispatch	1	ed2200793fc899816989a3c00fd634f5	6756	1e9237ef120a48d1d4a09f7a50396704
360	20260806032558	gate_tf_engagement_sweep_via_dispatch	1	143ff7c07ae3ca606a746794e93098ee	6470	db000ab673c53e34e7a4303eee9f9876
361	20260806032623	gate_tf_eta_reminder_sweep_via_dispatch	1	5b2afaed1bc74ebe305e33610e6af838	3436	803cdefcc222f4d7a2e9a2a65a256e55
362	20260806032712	gate_tf_send_intake_via_dispatch	1	1ae9a3f7a7d405ea83e6404b1b716f43	7533	44c85aee59c9a61d3d77cb644fa1182d
363	20260806032735	gate_tf_offer_job_via_dispatch	1	2e4ddb5eea453b17ed45e4da02c7e950	3858	6c18acf98e08749facce1499469b70ba
364	20260806032925	tf_sms_dispatch_add_caller_meta	1	21ab39351f0802a8131a45e7cc2ece33	5943	344b851926d417c109a4e03e8849bf9e
365	20260806033016	engagement_sweep_appt_reminder_is_transactional	1	da91c9830a0e1b41078469fbcf7d8120	2833	42183b56d6a54c874216eb73c7eab3c0
366	20260806035256	tf_rent_payment_settle_atomic	1	9cdcde54df00cf3027c357350f1d32ba	4723	4f1efdea36191487487d962730184f21
367	20260806040522	tf_sms_dispatch_from_number_routing	1	5c4fabec64825751f731ed36e6fd29da	9867	5e9e64980c9f73e0ab549b1c3f96e14d
368	20260806041456	tf_staff_page_fallback	1	0dd23ad6505a1dc018f2a7870f63eac9	9189	53923f6ac1c8dee867be6e5ac8a7a247
369	20260806041916	tf_staff_page_fallback_wiring	1	66e6fde5548f5498ca6b8297a99ffa05	9932	540c75bbba359b98337cc3870726216b
370	20260806042225	tf_page_staff_canonical_recipients	1	1931744ed2714fb339c2090434e43d42	4669	3c1d6b52fe51a2516ab9199c2413eafb
371	20260806042250	tf_page_staff_enum_cast_fix	1	d798e41c55c6bb6798ff2b557c9eb777	2693	14e0e948069cc8fb79d50955b4a4d129
372	20260806042412	route_sql_pages_through_tf_page_staff	1	510253767fec9dc3c7a84951c10d7d87	12302	64e061da1f96ca89bd930b6b317019f8
373	20260806044905	m253_estimate_integrity	1	da2c4fe87348da9146da460586b4d7ee	7139	ad2905c4716231fd72b773528cb42d86
374	20260806052325	m254_rate_limit_and_idempotency_primitives	1	4f8beba82871aa97c4b7a0d1e817fb5b	14535	3024f233fd6d8f48461a31db152fea3e
375	20260806060159	m255_dispatch_command_primitives	1	e0486e727ad71fa7a6077ef5934dc42f	17643	5ac3582db5afc3c56a49392f0d36e915
376	20260806075310	m256_config_atomic_merge	1	0f3a0427544653c57c8e7a465a9e2fbe	7060	f75dc04c85c1edaebc1f705954209c53
377	20260806075350	m257_config_atomic_merge_enum_cast_fix	1	35f89cdcc755de459f40d8129b4cb6ac	3769	a1bbe88a1aa8dea4f87b0233bd509843
378	20260806103806	m258_config_atomic_merge_section	1	5836efe6291a392f3893a48ffc874a3b	7743	26a0edbdc4024f815d88e99497686ae7
379	20260806105712	m259_autoticket_dedup_is_structural	1	312bd15356ea5839a4f4d7b634f4a9ab	11256	390ce63afa52e5c345b75062ee98e0f4
380	20260806110345	m260_autoticket_mark_primitive	1	b4a580921017a5dcdfab62e9c4f87e79	4038	fb07a786a41ed7d48985481cc3c47020
381	20260806110521	m261_clickup_pending_apps_retry_aware	1	66c07687711d4bc046433959d117ec4a	3089	017f6573e6be3d7e410a796f5f64ca49
382	20260806114048	m261_cygeus_ai_spend_ledger_record_before_judge	1	a54042a98001fed29d337cd832989ade	18497	f8976c2e195c6152817d1c17450c17f1
383	20260806121936	m262_health_separate_service_availability_from_internal_posture	1	22fe8866688103af7feba5761756f87d	25159	3da733cb67cccdaa4b861694400e17de
384	20260806122140	m263_tf_status_page_payload	1	c5c577cb1884e7ce42ef8b4bfb65709f	7835	f289740840503e4dd3814bf5e9c0a179
385	20260806122229	m264_tf_status_page_per_component_incidents	1	8bef41e96b2d46115462c8f793cd9461	6586	f4379b40715783b307f640c6beddfab3
386	20260806122324	m265_tf_status_page_incident_ordering	1	f13fc94f6091feda5e1a5d59261b1fdb	7171	2bfd271054477e1635584eaf137c9197
387	20260806122412	m266_tf_status_page_incident_current_status	1	8a4771271777f3508edc8112e2935a99	7160	fce95d138a584b65b360e581910655b0
388	20260806123514	m267_automations_failure_rate_and_incident_duration_gate	1	2b1189ec98092fa6c15ebc558737b885	8475	d8e9aac7357dd6ee4490f1f3a66af4f5
389	20260806142445	grant_tf_automation_arm_staff_tier	1	dc02ee3bc759b2b23471240156bfdb67	1871	df92a391af73449440dbc9a484a5c696
390	20260806214953	fix_commission_pct_unit_defect_and_technician_integrity	1	9b0bac5d2a9c1bfd377c455c96957e6a	4259	7e0c3c859e1bb6aa334291e8396dfa78
391	20260806215029	tf_offer_job_dry_run_must_not_write_offers	1	6ccb62b1111b5a5ab6e8f9dcd04d4b04	1682	451750b066f2f5a85617876a19f0ed3e
392	20260806215802	tf_hcp_technician_provision_with_convention33_declaration	1	40c2b4adaeebc927b8c8a725c17dab80	5319	274c97f342d2cae354fe56a0a78800ec
393	20260806220056	tf_hcp_technician_adopt_historical	1	29b0ce89832399a2fcd961f178a804ac	6272	64af478d22bf93d52369598c787f5e4a
394	20260806221006	tf_integration_health_report_scoped_multitenant	1	d82487cf2e9b9d9171655223390afa61	8936	0dab925ef95a48b2a7f42861dd38e98f
395	20260806221940	tf_function_safety_audit_strip_row_lock_clauses	1	6bcaebccd7d337619e088cc87e4c03c4	2718	dd26752b7d0fa45b761c90e27b9ed840
396	20260806222157	tf_function_safety_row_lock_pattern_class	1	0e2095cd8623431a6d1374c10ce1ab68	5305	40751d32661ae4624e8477ff82707f4f
397	20260806225800	studio_events_archive_ext_e2e_probes	1	ecae3b5cf9753809afa402e4b85034df	331	ecae3b5cf9753809afa402e4b85034df
398	20260806225853	archive_skeleton_check_probe_signups	1	3a3d4491a875368b80c2775cd46f6c4b	299	3a3d4491a875368b80c2775cd46f6c4b
399	20260806230515	gate_incomplete_studio_categories	1	79af54a2ceb6944f7d79d9232d310cd8	886	e6d20d208bbba76f3d6a22f046106077
400	20260806232637	reprice_paint_exterior_to_exterior_grade	1	cb40b93b0ba582d01cbdfd9f8706728a	1195	28fe83a6bee394cf75e8ee9a4d2d77ac
401	20260806233150	tf_sync_preferred_brands_from_catalog	1	7de120c0d7c53432be77fa3beb1af665	2369	60977b91b7e12e0419ee390fc2ae5322
402	20260806233638	add_exterior_scope_pricing_modifiers	1	87206eda3ab600a6ecee36c0fe1b8447	1206	b589f88eea3245efbb74cdfef1779b5e
403	20260806234310	archive_hardening_pass_probe_events	1	dbaea05ced2402325d0549dc8bacf851	483	ecae3b5cf9753809afa402e4b85034df
404	20260806234346	archive_untagged_hardening_probe_events	1	52c7e6949cb808d62c0e8a492dd9a20a	725	61504068e74d054b6716ab0614775fac
405	20260806235430	add_missing_twilio_integration_settings_row	1	e21e09cb8373feda1bdabfa6d884e922	2053	54c128ea78d0c692ad05ab5a3187db07
406	20260807000730	archive_final_regression_probe_events	1	cbb1c68a3c2bf0f84c7f725d36c0d6d9	418	61504068e74d054b6716ab0614775fac
407	20260807000913	m300_notification_status_values	1	7910c6db7b3704c496b43046a67d0f03	580	c621326b6456b2c80ba2ac74aa687295
408	20260807001012	m301_notification_delivery_scaffold	1	22a6d0b4e93bd1dd04239b452fd8de40	10345	01dd131435ec811e5b6db519c8d49007
409	20260807001237	m302_page_staff_severity	1	107681d24956452a35860da9594c6ae8	9549	b7edef625092df65ce9dbddf4d20004f
410	20260807001534	m303_notification_drain	1	2ca36752b43058bde2e89a349f79c07b	21139	615745984e6fbf46156f4f08fcfae92a
411	20260807001614	m304_drain_health_reports_own_delivery_and_cron	1	8905dcb22f7453af307ce27c052d7dc7	3205	96e5bbee5007de286d3887048b381863
412	20260807001748	m305_fix_silent_slack_alert_failure	1	c04f8b2d6b82192e1c0cb26db50568f4	6686	c408fa7542f36896687d9c433e8c2c06
413	20260807002306	m306_notification_backfill	1	d5710026ad59bd45b4bfc741b2412d97	3993	3069043e067b66683ddaa8a14624ad7b
414	20260807002616	m307_provision_ops_number_and_internal_ops_consent_carveout	1	fb1b012207a0adb8c07a8482d07b85c2	8528	da1071412eac63edb6f776f9935c9825
415	20260807002813	m308_fix_drain_delivered_channel_attribution	1	8b69fa21bc773db2e2897bcaa4df527f	13872	004d05b6b974ff8d3c4d992f6678f2b5
416	20260807003207	archive_verification_probes_final	1	5cd756201bf4a45a518ca18f9c8c593f	338	61504068e74d054b6716ab0614775fac
417	20260807004232	temp_studio_prototype_write_for_screenshot_refresh	1	504b96d9e4a4e90a3fceca2e841b277e	546	8f9df147a6522d3f4ae1050f92a23cea
418	20260807004255	drop_temp_studio_prototype_write_policies	1	5987f055858da68a709046d2ba54481a	291	47ac1ef5aee241cc1f3842e178123ed3
419	20260807004733	m309_close_voice_lookup_customer_pii_exposure	1	4126b9d9231c57ad4fc64974f8404b05	3938	cf2695013332f5555444f55ff5ad81f0
420	20260807005746	archive_probes_session_close	1	dceab92172fd236d1d1db23e069d7a93	326	61504068e74d054b6716ab0614775fac
421	20260807011443	aisle_p1_01_tables	1	bed422b88b425b3781c64a3248a1cf9c	37094	d06369f81043ea22546452120cdef8b6
422	20260807011604	aisle_p1_03_consent_widening	1	2885302ef6139fc34c11c6330e6aaad5	12252	8bb93f92ca4fd23d2d0dc851f10a1c2d
423	20260807070454	m310_repoint_sms_sender_and_register_oncall_page_target	1	cccf279aea722a6cd5e1a7093f025981	5965	8361ae95a559f0a23af2e06de3c9d24a
424	20260807104958	m311_revert_sms_sender_a2p_10dlc_unregistered	1	84e323e3fd449b4b85cffb2f282da72e	3597	3a243465af32ab9d8eefde39e65d841d
425	20260807111657	m312_acceptance_is_not_delivery	1	8158acd8bf2c7f7b49a5eb26af880f4b	22460	3ba1b43eeff0ee5e1286f7a6e046850e
426	20260807111758	m313_no_retry_storm_and_slack_first_while_sms_unregistered	1	3beca9218852373c313130b719539802	8297	ffc30701945a3433bc5cc820a59932da
427	20260807112218	aisle_p1_02_functions	1	776d820ebc029c76a25877c545ea9adf	29149	7d14463e41a2af421b999c9310ffe235
428	20260807120650	m314_hcp_job_push_reconcile	1	35599d12a6c258ba0ee3eeedf1aae46d	17964	d3e3b6ff177a79fedf9f1b2805b0941d
429	20260807120835	m315_close_anon_execute_on_session_functions_and_add_read_policies	1	38840546df7702cc3f64c8a5d29befe0	7903	07b3817f9b05b7161db34879320c2a4b
430	20260808231524	m316_close_cygeus_link_user_to_org_privilege_escalation	1	9d4809d9c648074ec9d5602c84f01517	4727	5a01834e4e2bf2ddd1e58744e3910240
431	20260808231708	m317_close_resolve_page_target_and_document_anon_allowlist	1	9bb9221385c3fb23379594d62a46cdac	4653	35db409eafa6fd45b249704789997a89
432	20260809123841	m318_platform_regression_suite	1	8a3c796487920346ec8ee52fb0091097	14761	db4a1127f694919c733742b3d21224bb
433	20260809124833	m319_automation_arm_guard_and_regression_suite_correction	1	dd9fb5777fabf5135bf11561e9b8b075	32341	eaa896a725d4049c6386f357df6841cb
434	20260809125110	m320_regression_suite_scheduled_and_ticketed	1	fef0f6726fcf272ac4357a110306996b	10541	17a391288b3eb2566c652cbf6ea7b130
435	20260809125319	m321_regression_autoticket_literal_fix	1	f175ba8d7fb1707a95854917ab764cc2	12440	5e3d3005e369429822cfa32133f897df
436	20260809130253	tf_sql_code_only_lexer	1	4f9b246c93869d469e97fcdc94780404	9843	5544206f4eef791ab79508a75407814a
437	20260809131327	m322_safety_audit_lexes_properly	1	e5197d9d14e23ee9aed16885e88c11bf	21378	1af1f328fddd89aad1cf0b109098a62c
438	20260809133221	m323_guard_detection_lexes_properly	1	3d50310e80611df1f05f937c766e813b	46558	6913bddbaef3819f8ff76fa3cdaabff5
439	20260814004908	add_shopify_integration_provider	1	ec67c70c81a2dcbdd726e6dc75f6a3a3	212	e908a13b13f9ffce83dcfef41309a51e
440	20260814005312	add_shopify_order_anchor_to_jobs	1	56372467867eb6ad77b2fdbc6ae0c13f	565	6366f7cd4a71c943daa588696fc61dd0
441	20260815003412	m324_authenticated_definer_surface_governed	1	36e584321685cd944b119f768a1e7536	15014	c807d430e40b660bd24253ab6eeed5eb
442	20260815003547	m325_regression_a15_authenticated_surface_ratchet	1	6920a10c7b3c3ad0d12b2754793dc14a	19958	642bc3177cc7c77097738d0fe201edb1
443	20260815025528	m326_fail_closed_billing_gate_and_canonical_portal_host	1	184ca7f134974ad59f281fee0d404d61	11901	e17f282de49ef25aa053059da3446917
444	20260815025644	m327_regression_a16_billing_gate_and_canonical_host	1	ac404145bb5817f0525263f971e86c09	17676	14c728e2f02884c060db53f361204669
445	20260815092534	create_rebate_programs_registry	1	1fa32658ebdd589563f2e60262a7d33c	3174	39ddfd7abe0e60a6ca859dc320c04561
446	20260815092606	tf_studio_project_to_estimate_bridge_v1	1	45db33c09bab4439a1fe8752244e5a84	8384	c098bbf1764b069b42250ea8b4670359
447	20260815092735	tf_studio_project_to_estimate_split_material_labor	1	b11199334c27349b3c79c54f99d51dd4	8149	d9caddf6c5ba2de0824d19918bc29c44
448	20260815092850	tf_studio_project_to_estimate_v3_creates_job	1	6466a612cb646df8fc0897f864efa62c	8810	7ce267e46de3c14240fffba6b9dc146c
449	20260815092940	tf_studio_project_to_estimate_v4_generated_line_total	1	4b4bdb9f727203e8013596f45d9fbdf5	8034	7f57e4178c9451ebece30d26b9091a91
450	20260815093550	create_flow_assistant_sessions	1	95a936e7225f31693eeb602211acb4a4	2197	c99aceca13b217a60e400598c2210d76
451	20260815093727	create_flow_catalog_snapshot	1	40db1b8f3ce5059be41c3ed4b798cf66	9334	e58c51af6976d42aa2590a7fb4af635b
452	20260815100517	m328_hcp_sync_incremental_stop_fabricated_schedules	1	340ff2f9943c225d803a6a3a87ff4c4f	26523	1e0400b57869245fe393d2490dc59457
453	20260815101047	m329_close_flow_catalog_snapshot_anon_surface	1	7ff264ed40d5004220ce183c273025b1	7860	1bacc2df40c2ffe74a890a817868ce5b
454	20260815101419	trade_attribution_backfill_with_provenance	1	907a11e52cefe42a3ba5e759483c6a70	3450	b2c3753b7927d283fca1934a5d6722f7
455	20260815223419	m329_null_fabricated_schedules_and_forbid_them_structurally	1	c0015e20fabf91711582e5bf39bad1ab	31527	8b7e5ad9ffc6b4f2d4a12e9e154f847d
456	20260815224136	m330_regression_a17_fabricated_schedule_ratchet	1	542dc2a827d66193ddb5f1f21aa665a0	14986	0198ad9792fe2f061a2655117199829f
457	20260816091237	tf_studio_project_to_estimate_v5_onsite_verification	1	ce368cad8d946eb63fbde8020899b804	10055	ea353159dde4db774883739e7aaa7521
458	20260816123240	m331_notification_routing_layer	1	6be73a5227b441eeb420f1f7b001fdf3	14556	15121e99494854e107c2c91ab487bef0
459	20260816123335	add_shopify_to_job_source_enum	1	f5142c699e98101baae58ebca35fed2a	363	4a44f02d5f6605e2cb4d4f232805980c
460	20260816123947	declare_rls_intent_on_new_tables	1	410749edaf5ca98b27ac7d2a7647bb7b	2171	6fd74b1f48778bf123d9217104773a9d
461	20260816124037	fix_rebate_view_security_invoker	1	7f8319a5e5be4e526719a1bdce51f83c	1011	872d19964282bb49d944fed88c637cb2
462	20260816124104	flow_catalog_snapshot_drop_definer_rights	1	821fe7102e1416c8d73903215cfc301a	1643	ee0f4a582ed45609fe9b63a521fb7a98
463	20260816124818	m332_notification_render	1	1f61366a9a9c1f3b81a0e7bff5775b12	24711	51a4ba855126151fe8e214dc8af9ce77
464	20260816130059	m333_notification_drain_routing_aware	1	20f132794a618339eb73a97f112eafee	43774	72d5627d9e2f4fb0620bd1d361f3d2ea
465	20260816131123	ecommerce_event_taxonomy_and_routing	1	65b5db84e718f82cc29ff9714283ca1f	8962	fa8d562689be55026edf5676f686628c
466	20260816131538	m334_retire_flow_catalog_snapshot_allowlist_row	1	e3d550f17713bae19d81624b31a8b2a2	4479	80ac90572b7cf7f56ad6efe4f6150ad3
